1045	法證先鋒IV	164617
1046	賴品妤	164501
1047	大明風華	164438
1048	今生是第一次	164162
1049	野蠻遊戲：全面晉級	164115
1050	王子涵	163824
1051	有五個姊姊的我就註定要單身了啊！	163773
1052	Oh My Girl	163687
1053	2008年孟買連環恐怖襲擊	163538
1054	林一	163506
1055	特別戰術小隊	163468
1056	超人高中生們即便在異世界也能從容生存！	163339
1057	林雨申	163038
1058	申惠善	162818
1059	香港獨立運動	162619
1060	JYP娛樂	162565
1061	萊恩·雷諾斯	162504
1062	檢法男女	162483
1063	将军在上	162323
1064	我和我的祖国 (电影)	161958
1065	小笠原欣幸	161920
1066	极限挑战	161807
1067	修杰楷	161790
1068	神鵰俠侶	161414
1069	Instagram	161302
1070	邱毅	161238
1071	母亲节	161176
1072	中華民國基本工資	161026
1073	李小璐	160826
1074	噬血狂襲	160427
1075	银河护卫队 (电影)	160261
1076	PRODUCE 101 第二季	160089
1077	蔡衍明	159578
1078	機動部隊2019	159563
1079	白鹿 (演員)	159517
1080	顏清標	159355
1081	C.T.O	159033
1082	約會大作戰角色列表	158853
1083	卡爾·拉格斐	158693
1084	Stray Kids	158592
1085	2019年蘇迪曼盃	158412
1086	王维林	158337
1087	注音符號	158187
1088	中国机长	157935
1089	圈套 (韓國電視劇)	157909
1090	雖然30但仍17	157870
1091	黑暗騎士	157637
1092	2019年全英羽毛球公開賽	156712
1093	埃博拉病毒屬	156639
1094	希腊内战	156568
1095	2019年6月9日反對逃犯條例修訂草案遊行	156437
1096	獵魔士 (電視劇)	156326
1097	茶	156162
1098	哥斯拉 (2014年电影)	156110
1099	凹嗚狼人殺	155931
1100	张若昀	155853
1101	中国新说唱	155803
1102	若林正丈	155704
1103	張韶涵	155550
1104	英屬香港	155545
1105	馬如龍 (演員)	155023
1106	张铭恩	154948
1107	這就是街舞	154875
1108	李沁	154766
1109	NBA	154617
1110	中国中央电视台	154508
1111	揚尼斯·安戴托昆波	154319
1112	輝夜姬想讓人告白～天才們的戀愛頭腦戰～	154232
1113	张紫妍	154115
1114	福秀回來了	154104
1115	温家宝	154075
1116	大军师司马懿	153831
1117	林彪	153699
1118	決戰中途島	153500
1119	密室大逃脫	153471
1120	古力娜扎	153457
1121	平凡職業造就世界最強角色列表	153414
1122	六合彩	153151
1123	瓦昆·菲尼克斯	153147
1124	幼女戰記	153117
1125	容祖兒	152985
1126	全美善	152928
1127	流汗吧！健身少女	152919
1128	史明	152894
1129	徐熙娣	152886
1130	彭文正	152806
1131	王世堅	152647
1132	烈火雄心3	152501
1133	加油，你是最棒的	152431
1134	第56屆金馬獎	152420
1135	玩具总动员	152272
1136	张扣扣案	151983
1137	田柾國	151832
1138	秀智	151825
1139	浪漫的體質	151793
1140	拉斐爾·拿度	151779
1141	马来族	151712
1142	STAR WARS：天行者的崛起	151678
1143	六四清场	151476
1144	林昶佐	151338
1145	柳林瑋	151207
1146	黃瀞瑩	150835
1147	2018年中國退伍軍人鎮江市集體維權事件	150802
1148	倚天屠龍記角色列表	150660
1149	MIRROR	150398
1150	UP10TION	150384
1151	吳泱潾	150362
1152	世越号沉没事故	150198
1153	赤燭遊戲	150179
1154	洪秀柱	149854
1155	天雷一部之春花秋月	149757
1156	梁以辰	148974
1157	火影忍者角色列表	148964
1158	生化危機系列	148918
1159	克里斯·海姆斯沃斯	148620
1160	盧偉聰	148569
1161	李善均	148521
1162	2019年韓國羽毛球公開賽	148270
1163	李佳芯	148138
1164	陳彥霖死亡事件	147942
1165	列侬墙	147907
1166	流淌的美好时光	147734
1167	BanG Dream!	147690
1168	黑魔女：沉睡魔咒	147355
1169	黃背心運動	147219
1170	黎小田	147157
1171	朴有天	146975
1172	中餐厅	146874
1173	安娜貝爾回家囉	146861
1174	美國隊長	146515
1175	喜欢你时风好甜	145882
1176	温貞菱	145740
1177	中國人民解放軍駐香港部隊	145714
1178	京都動畫縱火案	145615
1179	黎明	145587
1180	林允	145153
1181	委內瑞拉	144970
1182	斯里蘭卡	144945
1183	與神同行 (電影)	144822
1184	鬼吹灯	144761
1185	周冬雨	144504
1186	北京广播电视台	144356
1187	奚梦瑶	144294
1188	Voice2	144191
1189	潘恆旭	144139
1190	袁詠儀	144040
1191	魏大勋	143937
1192	逃犯条例修订草案 (2019年)	143764
1193	蝙蝠俠	143752
1194	Code Geass反叛的魯路修	143242
1195	使徒行者2：諜影行動	143151
1196	IPhone	142962
1197	艾美莉·克拉克	142858
1198	How How	142592
1199	獬豸 (電視劇)	142525
1200	罗晋	142411
1201	时间都知道	142232
1202	賽道狂人	141520
1203	真寵	141059
1204	吳思賢 (藝人)	140928
1205	擅長捉弄人的高木同學	140896
1206	陳方安生	140876
1207	姜丹尼爾	140810
1208	第91屆奧斯卡金像獎	140794
1209	中華一番！	140499
1210	自由經濟示範區	140468
1211	香港區議會	139973
1212	R1SE	139963
1213	鄭帝元	139622
1214	異世界超能魔術師	139567
1215	孟晚舟事件	139450
1216	猛毒 (電影)	139399
1217	何猷君	139180
1218	PRODUCE 101	139126
1219	Secret Boutique	139074
1220	醫生約翰	139017
1221	鼠疫	138994
1222	誰先愛上他的	138921
1223	2019年香港羽毛球公開賽	138800
1224	生肖	138741
1225	梁靜茹	138394
1226	于文文	138336
1227	黃智賢 (臺灣)	138211
1228	Twitter	138089
1229	生酮飲食	137997
1230	希斯·萊傑	137910
1231	天道盟	137650
1232	摩洛哥	137568
1233	明日之子	137462
1234	有瑕疵的人們	137454
1235	白起	137238
1236	台灣積體電路製造	137236
1237	2019年新加坡羽毛球公開賽	137074
1238	邕聖祐	137035
1239	Justice (韓國電視劇)	136868
1240	鈴木一朗	136460
1241	聖鬥士星矢	136395
1242	戴祖儀	136105
1243	2019年中國國民黨總統提名選舉	136054
1244	廉晶雅	135847
1245	克里斯·埃文斯	135749
1246	2019年7月元朗襲擊事件	135526
1247	柯玲玲	135495
1248	李在旭	135306
1249	所罗门群岛	135269
1250	周润发	134959
1251	春節	134788
1252	致我们单纯的小美好	134721
1253	荨麻疹	134676
1254	我只是個計程車司機	134577
1255	自殺突擊隊 (電影)	134413
1256	中国大陆非洲猪瘟疫情	134108
1257	楊千嬅	133927
1258	紀曉芙	133899
1259	阿茲海默症	133768
1260	波音737MAX	133756
1261	周曉涵	133738
1262	張震 (演員)	133411
1263	女人30情定水舞間	133374
1264	伊朗	133353
1265	伊丽莎白·奥尔森	133284
1266	梅納·馬蘇德	133223
1267	神鵰俠侶 (2014年電視劇)	132987
1268	李世榮 (韓國)	132913
1269	朴素淡	132614
1270	UNIQ	132510
1271	賣房女子	132269
1272	吳卓源	131986
1273	新海誠	131867
1274	香港中文大學	131716
1275	万维网	131681
1276	一半，藍色。	131551
1277	关晓彤	131526
1278	當你沉睡時	131492
1279	當惡魔呼喊你的名字時	131414
1280	2019年泰國羽毛球公開賽	131338
1281	元素周期表	131094
1282	黑超特警組：反轉世界	131054
1283	蔡少芬	130881
1284	大黃蜂 (電影)	130737
1285	小書痴的下剋上	130712
1286	羅莎·薩拉查	130558
1287	孝賢純皇后	130511
1288	周錫瑋	130286
1289	徐熙媛	130276
1290	這群人TGOP	130259
1291	布麗·拉森	130246
1292	大约是爱	130131
1293	胡海峰	129851
1294	野蠻遊戲：瘋狂叢林	129367
1295	景甜	129264
1296	任達華	129104
1297	山田孝之	129024
1298	美國戰爭列表	128990
1299	佛教	128955
1300	林柏昇	128937
1301	南宮珉	128810
1302	上原亞衣	128446
1303	台灣人公共事務會	128060
1304	中島美嘉	127852
1305	布萊德利·庫柏	127443
1306	為什麼老師會在這裡！？	127360
1307	凪的新生活	127280
1308	張智霖	127222
1309	色情片	127171
1310	正義聯盟 (電影)	127149
1311	張嘉倪	127118
1312	項婕如	127056
1313	张雨剑	126812
1314	伊斯兰教	126777
1315	冬至	126618
1316	哪吒	126521
1317	王淺秋	126188
1318	郎朗	125930
1319	射鵰英雄傳	125713
1320	小欢喜	125696
1321	狮子王	125415
1322	2019年馬來西亞羽毛球公開賽	125370
1323	鐵甲奇俠 (電影)	125123
1324	木曜4超玩	124997
1325	Aimer	124893
1326	网络评论员	124747
1327	繼承者們	124714
1328	何庭歡	124681
1329	陳松伶	124622
1330	李洪志	124509
1331	這就是原創	124506
1332	2019年臺北市第二選舉區立法委員缺額補選	124222
1333	我可能不會愛你	124186
1334	IU (藝人)	123481
1335	伊斯兰国	123414
1336	教束	123409
1337	圣诞节	123274
1338	香港警務處	123251
1339	漫威漫畫	123158
1340	蔡崇信	123101
1341	電流大戰 (電影)	123056
1342	赵汝珍	122922
1343	鲍里斯·约翰逊	122789
1344	創造101	122440
1345	洪慈庸	122407
1346	劉細良	122242
1347	李安	122186
1348	安娜 (電影)	122164
1349	刘欣 (主持人)	122163
1350	怪獸與牠們的產地 (電影)	122155
1351	永琪	122002
1352	丁文琪	122001
1353	鴻海科技集團	121982
1354	請夏	121911
1355	日本動畫列表 (2020年)	121874
1356	中秋节	121664
1357	英雄联盟全球总决赛	121593
1358	歌手2018	121566
1359	印度黑公交轮奸案	121259
1360	史丹·李	120916
1361	劉馬車	120776
1362	第九分局	120725
1363	2019年日本羽毛球公開賽	120607
1364	朱智勛	120543
1365	P.O	120390
1366	邵雨薇	120307
1367	黃衫女子	120091
1368	李燕 (臺灣藝人)	119813
1369	Suits (韓國電視劇)	119723
1370	YG娛樂	119650
1371	陳冠霖	119537
1372	愛爾蘭人 (2019年電影)	119534
1373	Welcome 2 Life	119410
1374	蔣篤慧	119378
1375	陳其邁	119326
1376	趙志偉	119296
1377	元宵節 (華人)	119288
1378	鑑識英雄II 正義之戰	119129
1379	屍行者	118970
1380	多伦多猛龙	118951
1381	周海媚	118865
1382	蟻人與黃蜂女	118763
1383	Leverage：詐騙操作團	118567
1384	七龍珠超 布羅利	118377
1385	金泫雅	118130
1386	东风-41型洲际弹道导弹	117800
1387	基里巴斯	117792
1388	女兵日記	117689
1389	黄路梓茵	117551
1390	徐志賢	117423
1391	佐賀偶像是傳奇	117373
1392	蒼井空	117272
1393	永动机	117100
1394	神秘法師 (漫威漫畫)	116992
1395	如果可以这样爱	116991
1396	張庭瑚	116915
1397	安眠醫生 (電影)	116553
1398	王者基多拉	116528
1399	怒海潜沙&秦岭神树	116462
1400	周迅	116404
1401	李國毅	115932
1402	基尼系数	115738
1403	情人节	115730
1404	归还世界给你	115718
1405	玩具總動員3	115687
1406	我家的熊孩子	115649
1407	庆祝中华人民共和国成立70周年大会	115640
1408	詭探前傳	115181
1409	黑色五葉草角色列表	115095
1410	切尔诺贝利 (迷你剧)	115032
1411	蒼井優	114945
1412	2019年中華台北羽球公開賽	114942
1413	建制派 (香港)	114665
1414	诸葛亮	114574
1415	中国好声音	114539
1416	我要和你在一起	114429
1417	張晉	114138
1418	絕地求生	114013
1419	你和我的倾城时光	113931
1420	廉政行動2019	113894
1421	凯伦·吉兰	113888
1422	意大利	113742
1423	马天宇	113506
1424	臺灣民眾黨	113324
1425	謝炘昊	113061
1426	秦时丽人明月心	112993
1427	汶莱	112989
1428	孫其君	112908
1429	人面魚：紅衣小女孩外傳	112765
1430	元朝	112751
1431	摩斯拉	112716
1432	巧克力 (韓國電視劇)	112630
1433	陳山聰	112569
1434	七月与安生 (电影)	112442
1435	馴龍高手3	112401
1436	大叔的愛	112390
1437	鄺俊宇	112278
1438	我想吃掉你的胰臟	111997
1439	FAIRY TAIL角色列表	111992
1440	王浩宇	111932
1441	琅琊榜之风起长林	111835
1442	金灿荣	111832
1443	董建華	111780
1444	傅孟柏	111733
1445	布魯斯 (藝人)	111647
1446	梅毒	111641
1447	破冰行動	111626
1448	Jennie (韓國歌手)	111581
1449	謝振中	111445
1450	百變小櫻	111418
1451	白家綺	111413
1452	泛民主派	111189
1453	百家姓	110898
1454	陳綺貞	110564
1455	班奈狄克·康柏拜區	110364
1456	成吉思汗	110321
1457	VICTON	110249
1458	蘇貞昌	109987
1459	黛绮丝	109859
1460	萌獸寵物店	109833
1461	生化危机2 (重制版)	109735
1462	吴秀波	109687
1463	徐步高	109649
1464	BY2	109597
1465	英國脫離歐盟	109455
1466	申成祿	109426
1467	孫盛希	109319
1468	帛琉	109236
1469	鲁迅	109108
1470	美麗島事件	109004
1471	林青霞	108793
1472	周震南	108683
1473	深田恭子	108635
1474	使徒行者3	108593
1475	长江三峡水利枢纽工程	108586
1476	中華民國媒體列表	108546
1477	果然我的青春戀愛喜劇搞錯了。	108536
1478	孫浩俊	108492
1479	曼達洛人 (電視劇)	108478
1480	魔王大人、RETRY！	108363
1481	小森林 (綜藝節目)	108293
1482	西九龍中心	108187
1483	黄明志	108050
1484	二噁英	107956
1485	M1艾布蘭主力戰車	107807
1486	香港電台	107525
1487	自由港	107512
1488	姚晨	107409
1489	藍葦華	107291
1490	莫允雯	107269
1491	梦回	107155
1492	陳欣予	107108
1493	移動城市：致命引擎	106998
1494	溫昇豪	106986
1495	吳建豪	106740
1496	臺北捷運	106736
1497	艾怡良	106727
1498	2019年世界盃籃球賽	106646
1499	鄭家純 (藝人)	106372
1500	姜河那	106230
1501	惡魔獵人5	106132
1502	浮士德遊戲2	105966
1503	棒球大聯盟2nd	105910
1504	明居正	105612
1505	金家好媳婦	105450
1506	2019年亞洲羽毛球錦標賽	105279
1507	将夜 (网络剧)	105188
1508	2016年中華民國立法委員選舉	105052
1509	李鴻其	105017
1510	排屋公寓	104985
1511	林昀希	104904
1512	黃心美	104561
1513	李伊利雅	104507
1514	文凱玲	104248
1515	救妻同學會	104204
1516	王双 (演员)	104194
1517	女高中生的虛度日常	104183
1518	蜘蛛人：新宇宙	104123
1519	金素妍	104076
1520	国际妇女节	104019
1521	戒严	103815
1522	曼德拉效應	103784
1523	青春斗 (2019年电视剧)	103751
1524	黃家駒	103719
1525	老挝	103591
1526	遺失的1/2	103571
1527	T-ara	103524
1528	尋秦記 (電視劇)	103515
1529	附身 (電視劇)	103506
1530	第38屆香港電影金像獎	103308
1531	林飛帆	103243
1532	七龙珠	103241
1533	德仁親王	103114
1534	金州勇士	103088
1535	馮盈盈	103042
1536	王浩信	102993
1537	黑寡婦 (復仇者聯盟)	102931
1538	1979年中越战争	102830
1539	IKON	102743
1540	種菜女神	102736
1541	畢書盡	102704
1542	琪樂薇酒廠	102692
1543	鳳飛飛	102553
1544	傑森·史塔森	102531
1545	古籍研究社系列	102465
1546	元宵节	102379
1547	藍波：最後一滴血	102374
1548	雨傘學院 (電視劇)	102187
1549	豆袋彈	102076
1550	雷米·馬利克	102007
1551	林兆波	101868
1552	無敵浩克	101853
1553	心冤	101759
1554	卡蜜拉·卡貝羅	101727
1555	國慶日 (中華民國)	101399
1556	李一桐	101273
1557	張忠謀	101223
1558	彭政閔	101177
1559	人不彪悍枉少年	101157
1560	Android	101125
1561	吾爾開希·多萊特	101047
1562	曹政奭	100818
1563	納粹德國	100725
1564	阿拉丁	100667
1565	百日的郎君	100458
1566	昭彌	100386
1567	秦嵐	100365
1568	小熊維尼	100273
1569	蓋世豪俠	100240
1570	吳敦義	100021
1571	吉高由里子	99967
1572	张亚中	99883
1573	鍾麗緹	99706
1574	EXID	99628
1575	好醫生 (美國電視劇)	99570
1576	極道千金	99413
1577	华阳太后	99347
1578	1987：黎明到來的那一天	99322
1579	蘇打綠	99266
1580	宋緯恩	99254
1581	曾美慧孜	99189
1582	鄧福如	99162
1583	唯晶科技	99100
1584	馬赫夏拉·阿里	99033
1585	羅冠聰	98906
1586	日本動畫列表 (2018年)	98884
1587	唐鳳	98856
1588	蔡正元	98782
1589	日裔美國人囚禁	98739
1590	赞达亚	98659
1591	各国国内生产总值列表 (国际汇率)	98530
1592	杨超越	98468
1593	李宗伟	98090
1594	惠英紅	98061
1595	山东号航空母舰	98057
1596	2019年国际篮联篮球世界杯	97811
1597	寒單	97626
1598	精灵宝可梦系列	97458
1599	緊急情況規例條例	97362
1600	臺灣關係法	97317
1601	2019年香港七一衝突	97305
1602	英雄联盟	97302
1603	金馬獎	97267
1604	小資女孩向前衝	97193
1605	林夏薇	97131
1606	湯洛雯	97074
1607	奇蹟男孩	97062
1608	中華民國外交	97055
1609	爵迹临界天下	96905
1610	约瑟夫·普拉托	96799
1611	Lisa (泰國歌手)	96779
1612	武本康弘	96714
1613	蘇菲·特納	96581
1614	路西法 (電視劇)	96452
1615	艾達·王	96397
1616	香港警察職級	96299
1617	林凱恩	96078
1618	薄瓜瓜	95874
1619	2018年中華民國直轄市長及縣市長選舉	95678
1620	秦朝	95564
1621	香港航空	95538
1622	黃秋生	95454
1623	楊紫	95394
1624	太妍	95338
1625	彼方的阿斯特拉	95284
1626	綾瀨遙	95277
1627	哈萨克斯坦	95072
1628	HUNTER×HUNTER角色列表	95033
1629	刀塔自走棋	94964
1630	闪灵 (电影)	94947
1631	我要準時下班	94938
1632	馬思純	94926
1633	生化危機2	94925
1634	宋茜	94892
1635	切小金家的旅館	94737
1636	玛哈·哇集拉隆功	94705
1637	王沪宁	94562
1638	臨時制先生	94534
1639	全民造星II	94389
1640	卡罗尔与星期二	94213
1641	曾庆红	94202
1642	台灣麻將	94179
1643	淪落人	94101
1644	E-Hentai	94037
1645	宁静	94018
1646	南方公園	93990
1647	華倫夫婦	93983
1648	2014年臺北夜店殺警案	93954
1649	朴韓星	93874
1650	珠穆朗瑪峰	93740
1651	臺大醫院失誤移植愛滋病患器官案	93739
1652	V怪客	93722
1653	張榕容	93707
1654	世界棒球12強賽	93585
1655	三夫	93545
1656	我们的歌 (综艺节目)	93486
1657	地獄怪客：血后的崛起	93391
1658	中央印製廠	93376
1659	终结者	93305
1660	臺灣省戒嚴令	93111
1661	Legal High (韓國電視劇)	93031
1662	天使降臨到我身邊！	92982
1663	向西聞記	92792
1664	美麗佳人	92720
1665	Telegram	92710
1666	鋒迴路轉	92673
1667	史蒂芬·霍金	92580
1668	唐玄宗	92358
1669	端午节	92219
1670	崔宇植	91921
1671	金永大	91748
1672	小飛象 (2019年電影)	91722
1673	伍淑清	91695
1674	秦昭襄王	91691
1675	張東尹	91614
1676	YU-NO 在這世界盡頭詠唱愛的少女	91569
1677	張榮發	91562
1678	騷亂時節的少女們	91547
1679	蒙面唱將猜猜猜 (第四季)	91525
1680	柏林圍牆	91355
1681	黃光芹	91341
1682	李玟	91315
1683	王心凌	91290
1684	銀河守護隊2	91263
1685	李善彬	91092
1686	織田信長	91090
1687	金裕貞	91043
1688	暗殺教室	91002
1689	曹曦月	90997
1690	刘慈欣	90957
1691	华春莹	90852
1692	翟天临	90778
1693	5566	90763
1694	施名帥	90749
1695	鬼影特攻：以暴制暴	90591
1696	玩具總動員2	90574
1697	張衛健	90436
1698	守著陽光守著你 (2019年電視劇)	90365
1699	小偷家族	90357
1700	查尔斯·曼森	90276
1701	氯痤瘡	90179
1702	MONSTA X	90139
1703	昭和	90138
1704	李光洙 (演員)	90038
1705	恋与制作人	89967
1706	張子強	89944
1707	暗网	89940
1708	王思聪	89897
1709	秦俊杰	89874
1710	劉心悠	89656
1711	博客來網路書店	89530
1712	江青	89483
1713	庭沼珉	89263
1714	蔡卓妍	89220
1715	王柏傑	89215
1716	金曲獎	89213
1717	龔慈恩	89054
1718	花木兰 (2020年电影)	89022
1719	我的國家 (韓國電視劇)	89018
1720	愛上觸不到的你	88966
1721	呂樂	88938
1722	PewDiePie	88902
1723	蔡宜芳	88855
1724	苏联解体	88840
1725	黑客帝国	88783
1726	鄧惠文	88768
1727	溫子仁	88741
1728	秦孝文王	88715
1729	隋炀帝	88688
1730	雙城故事 (電視劇)	88672
1731	CODE浮士德遊戲	88337
1732	韩正	88240
1733	李到晛	88221
1734	爱迪生	88099
1735	星巴克	87959
1736	李锐 (1917年)	87863
1737	余天	87819
1738	李婉鈺	87752
1739	SuperM	87735
1740	Wikipedia	87411
1741	肖申克的救赎	87402
1742	张靓颖	87343
1743	孟美岐	87304
1744	三体 (小说)	87255
1745	美國隊長2：酷寒戰士	87200
1746	封神演义	87102
1747	爱莉安娜·格兰德	87069
1748	首里城	87031
1749	薛定谔猫	87019
1750	2012年中華民國總統選舉	86973
1751	朱利安·阿桑奇	86908
1752	精神病患者日記	86693
1753	颱風	86582
1754	寶島夢想家	86568
1755	金剛：骷髏島	86452
1756	倚天屠龍記	86375
1757	Cherry Bullet	86201
1758	掃毒	86201
1759	温州一家人	86051
1760	話梅	86017
1761	輔佐官–改變世界的人們	85844
1762	2019年世界杯橄榄球赛	85827
1763	SM娛樂	85793
1764	真珠美人鱼	85749
1765	中華民國立法委員選舉	85718
1766	反對逃犯條例修訂草案遊行與集會列表	85649
1767	趙少康	85618
1768	粽邪	85491
1769	呂秀蓮	85405
1770	倪妮	85401
1771	婚內情	85312
1772	库尔德人	85292
1773	洪欣	85185
1774	來自星星的你	85184
1775	我的愛情治癒記	85110
1776	朱亚文	85077
1777	赵姬 (秦庄襄王)	85072
1778	星際救援	85002
1779	讓我聆聽你的歌	84912
1780	李荷妮	84884
1781	何志偉	84862
1782	李家超	84761
1783	安娜贝尔 (电影)	84731
1784	火焰之纹章 风花雪月	84696
1785	李宗泫	84687
1786	趙敏	84574
1787	紅雀 (電影)	84519
1788	余承恩 (藝人)	84496
1789	梁家輝	84474
1790	走进你的记忆	84325
1791	大宋少年志	84195
1792	鄭若驊	84117
1793	凯文·杜兰特	84027
1794	淡海輕軌	84010
1795	正阳门下	83831
1796	2019年亞足聯亞洲盃	83773
1797	大纪元时报	83722
1798	福岛第一核电站事故	83637
1799	包豪斯	83629
1800	東南亞職業籃球聯賽	83620
1801	2019年紐西蘭羽毛球公開賽	83604
1802	UNINE	83592
1803	陈星旭	83474
1804	珍妮佛·勞倫斯	83319
1805	张翔 (科学家)	83299
1806	李娜恩	83285
1807	杨烁	83213
1808	带着爸爸去留学	83209
1809	陳思祺	83127
1810	聂远	83127
1811	一国两制	83115
1812	徐璐	83056
1813	李宰旭	82997
1814	不可能的任務：全面瓦解	82991
1815	捷克	82986
1816	陳雲林訪臺爭議與衝突	82884
1817	為何那樣，奉尚先生	82877
1818	Joeman	82859
1819	徐鈞浩	82720
1820	刘涛	82714
1821	鏡子森林	82650
1822	徐玄振	82561
1823	陳冠希	82514
1824	斗破苍穹 (电视剧)	82372
1825	立場新聞	82213
1826	波音737 MAX	82194
1827	澤尻英龍華	82188
1828	隋朝	82164
1829	中壢事件	82091
1830	PCI Express	82072
1831	魔法科高中的劣等生	81869
1832	玩命關頭系列	81835
1833	一起生活吧	81799
1834	謝長廷	81746
1835	OVERLORD角色列表	81730
1836	湯姆·克魯斯	81647
1837	章莹颖绑架案	81634
1838	天龙八部 (小说)	81518
1839	哥吉拉II：怪獸之王	81489
1840	曾蔭權	81475
1841	香港回歸	81328
1842	安吉丽娜·朱莉	81237
1843	百草枯	81215
1844	惊奇队长 (DC漫画)	81191
1845	张学良	80978
1846	綠黨 (臺灣)	80969
1847	骨痛熱症	80932
1848	美国国会	80925
1849	法国大革命	80851
1850	秋篠宮文仁親王	80850
1851	2020年美國總統選舉	80815
1852	格陵兰	80773
1853	嵐	80702
1854	白沙屯媽祖進香	80637
1855	智利国家电视台	80413
1856	頑童MJ116	80361
1857	鋼鐵人3	80358
1858	加速世界	80288
1859	克什米尔	80286
1860	朴春	80246
1861	張丹峰	80203
1862	自白 (電視劇)	80065
1863	陳玉珍 (金門)	79960
1864	李志	79817
1865	譚俊彥	79763
1866	90後的我們	79597
1867	蔣祖曼	79199
1868	魏如萱	79150
1869	张学友	79123
1870	藍信祺	79025
1871	花园口决堤事件	79020
1872	七一大遊行	78944
1873	全面攻佔：倒數救援	78919
1874	軍官·情人	78735
1875	姜至奐	78728
1876	侯明昊	78674
1877	開膛手傑克	78648
1878	陽靚	78430
1879	Rocket Punch	78407
1880	一九八四	78246
1881	ONE PIECE STAMPEDE	78201
1882	金英光	78171
1883	雞龍仙女傳	77866
1884	魔道祖师 (动画)	77755
1885	不是機器人啊	77676
1886	孙杨	77668
1887	阿部寬	77659
1888	偉大的Show	77596
1889	黃子韜	77554
1890	莎朗·蒂	77464
1891	媽祖	77460
1892	致命女人	77241
1893	主君的太陽	77152
1894	想停止的瞬間：About Time	77145
1895	車璌河	77063
1896	丫鬟大聯盟	76980
1897	马来西亚航空370号班机空难	76962
1898	謝震武	76662
1899	吳子嘉	76549
1900	波音737	76481
1901	鄭伊健	76462
1902	大正天皇	76419
1903	王大陸	76351
1904	葉準	76080
1905	温布尔登网球锦标赛	76031
1906	高潞·以用·巴魕剌	76030
1907	PTU機動部隊	75941
1908	红楼梦	75929
1909	9m88	75883
1910	大象席地而坐	75870
1911	Apex英雄	75734
1912	過街英雄	75712
1913	昆汀·塔伦蒂诺	75693
1914	巴黎聖母院 (小說)	75600
1915	鄭麗君	75529
1916	彭小苒	75481
1917	朱智賢	75466
1918	假面騎士Build	75391
1919	萬葉集	75329
1920	周孝安	75239
1921	Under Nineteen	75159
1922	鋼鐵人2	75145
1923	圣帕特里克节	75118
1924	旺旺中時媒體集團	75013
1925	包青天 (1993年電視劇)	74904
1926	寶可夢 劍／盾	74902
1927	中國 (佛教)	74780
1928	龙珠传奇	74763
1929	加泰罗尼亚	74741
1930	安孝燮	74720
1931	金瑞亨	74670
1932	A'N'D	74564
1933	何煖軒	74548
1934	ASTRO	74480
1935	艾梅柏·希爾德	74337
1936	九一八事變	74076
1937	我不是說了能力要平均值嗎？	74065
1938	全面战争：三国	74041
1939	英國脫歐	73976
1940	祝你忌日快樂	73952
1941	田部井淳子	73921
1942	天空之城	73791
1943	宣太后	73736
1944	晶晶體	73688
1945	葉璦菱	73646
1946	香港理工大學	73560
1947	王林清 (法官)	73527
1948	郭晉安	73526
1949	澳門輕軌	73492
1950	星爵	73453
1951	楊明	73301
1952	贾斯汀·比伯	73108
1953	文詠珊	73107
1954	颱風利奇馬 (2019年)	73043
1955	宋康	72938
1956	徐子珊	72928
1957	元斌	72824
1958	譚文豪	72800
1959	臺灣同性婚姻	72767
1960	禁入墳場 (2019年電影)	72714
1961	林彥俊	72648
1962	天心 (藝人)	72626
1963	臺灣罷免制度	72568
1964	明宣宗	72528
1965	齊木楠雄的災難	72511
1966	蕭亞軒	72460
1967	明治天皇	72438
1968	流行性感冒	72428
1969	褚时健	72399
1970	李子柒	72304
1971	中华人民共和国主席	72253
1972	徐明浩	72247
1973	香港旗	72246
1974	Pentagon (男子組合)	72222
1975	來自深淵 (漫畫)	72200
1976	马来西亚人	72146
1977	徐正溪	71999
1978	明成祖	71949
1979	卓毓彤	71909
1980	極惡對決	71808
1981	2018年度叱咤樂壇流行榜頒獎典禮得獎名單	71707
1982	死侍2	71662
1983	曾鈺成	71604
1984	杨不悔	71531
1985	賀一誠	71425
1986	幕后之王	71359
1987	赵高	71272
1988	律政新人王	71147
1989	夏若妍	71125
1990	捍衛戰士	71111
1991	朴珍榮	71072
1992	張栢芝	71053
1993	陈小春	71011
1994	请赐我一双翅膀	70817
1995	柳岩	70808
1996	刺客教條：大革命	70780
1997	香港身份證	70398
1998	杜紫宸	70301
1999	NBA總冠軍列表	70229
2000	PROMARE	70208
2001	2014年跨年夜上海外滩陈毅广场踩踏事件	70192
2002	美人心計	70158
2003	公共電視文化事業基金會	70154
2004	李泰利	70127
2005	当她恋爱时	70124
2006	喬許·布洛林	70123
2007	X玖少年團	70104
2008	平秀琳	70080
2009	江疏影	69996
2010	阿里巴巴集团	69880
2011	李宏毅	69854
2012	Lamigo桃猿	69794
2013	史維	69651
2014	G-Dragon	69586
2015	尚恩·曼德斯	69517
2016	漢娜的遺言 (電視劇)	69508
2017	萬福 (電視劇)	69399
2018	2019年二十國集團大阪峰會	69378
2019	日本皇室	69323
2020	鳄鱼与牙签鸟	69278
2021	刘诗诗	69258
2022	2019年12月26日日食	69200
2023	金鐘獎	69193
2024	周华健	69189
2025	THE K2	69128
2026	周湯豪	69116
